Starting Price: 1.104640, Ending Price: 1.104670, Highest Price: 1.104680, Lowest Price: 1.104630, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103320, Highest Price: 1.103390, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103220, Highest Price: 1.103350, Lowest Price: 1.103220, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103170, Highest Price: 1.103230, Lowest Price: 1.103160, Total Volume: 0.000000
Starting Price: 1.103150, Ending Price: 1.103180, Highest Price: 1.103200, Lowest Price: 1.103080, Total Volume: 0.000000
Starting Price: 1.103160, Ending Price: 1.103140, Highest Price: 1.103250, Lowest Price: 1.103140, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103160, Highest Price: 1.103200, Lowest Price: 1.103110, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103110, Highest Price: 1.103210, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103050, Highest Price: 1.103130, Lowest Price: 1.103010, Total Volume: 0.000000
Starting Price: 1.103040, Ending Price: 1.103120, Highest Price: 1.103130, Lowest Price: 1.103020, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103160, Highest Price: 1.103160, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103180, Ending Price: 1.103230, Highest Price: 1.103240, Lowest Price: 1.103180, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103220, Highest Price: 1.103250, Lowest Price: 1.103220, Total Volume: 0.000000
Starting Price: 1.103220, Ending Price: 1.103230, Highest Price: 1.103230, Lowest Price: 1.103140, Total Volume: 0.000000
Starting Price: 1.103210, Ending Price: 1.103210, Highest Price: 1.103250, Lowest Price: 1.103180, Total Volume: 0.000000
Starting Price: 1.103220, Ending Price: 1.103360, Highest Price: 1.103410, Lowest Price: 1.103220, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103370, Highest Price: 1.103430, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103320, Highest Price: 1.103390, Lowest Price: 1.103300, Total Volume: 0.000000
Starting Price: 1.103330, Ending Price: 1.103320, Highest Price: 1.103400, Lowest Price: 1.103300, Total Volume: 0.000000
Starting Price: 1.103330, Ending Price: 1.103320, Highest Price: 1.103380, Lowest Price: 1.103290, Total Volume: 0.000000
Starting Price: 1.103350, Ending Price: 1.103360, Highest Price: 1.103410, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103380, Highest Price: 1.103440, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103200, Highest Price: 1.103410, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103190, Ending Price: 1.103190, Highest Price: 1.103350, Lowest Price: 1.103190, Total Volume: 0.000000
Starting Price: 1.103200, Ending Price: 1.103290, Highest Price: 1.103320, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103270, Highest Price: 1.103300, Lowest Price: 1.103190, Total Volume: 0.000000
Starting Price: 1.103310, Ending Price: 1.103390, Highest Price: 1.103410, Lowest Price: 1.103310, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103360, Highest Price: 1.103420, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103370, Highest Price: 1.103380, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103390, Highest Price: 1.103400, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103070, Highest Price: 1.103380, Lowest Price: 1.103050, Total Volume: 0.000000
Starting Price: 1.103060, Ending Price: 1.102970, Highest Price: 1.103060, Lowest Price: 1.102950, Total Volume: 0.000000
Starting Price: 1.102960, Ending Price: 1.102960, Highest Price: 1.102980, Lowest Price: 1.102870, Total Volume: 0.000000
Starting Price: 1.102950, Ending Price: 1.102890, Highest Price: 1.103000, Lowest Price: 1.102880, Total Volume: 0.000000
Starting Price: 1.102910, Ending Price: 1.102900, Highest Price: 1.102960, Lowest Price: 1.102860, Total Volume: 0.000000
Starting Price: 1.102890, Ending Price: 1.102890, Highest Price: 1.102940, Lowest Price: 1.102840, Total Volume: 0.000000
Starting Price: 1.102880, Ending Price: 1.102880, Highest Price: 1.102880, Lowest Price: 1.102810, Total Volume: 0.000000
Starting Price: 1.102870, Ending Price: 1.102960, Highest Price: 1.102960, Lowest Price: 1.102810, Total Volume: 0.000000
Starting Price: 1.103010, Ending Price: 1.102980, Highest Price: 1.103050, Lowest Price: 1.102940, Total Volume: 0.000000
Starting Price: 1.102960, Ending Price: 1.103000, Highest Price: 1.103000, Lowest Price: 1.102950, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.103060, Highest Price: 1.103080, Lowest Price: 1.102970, Total Volume: 0.000000
Starting Price: 1.103070, Ending Price: 1.103030, Highest Price: 1.103070, Lowest Price: 1.103010, Total Volume: 0.000000
Starting Price: 1.103040, Ending Price: 1.103000, Highest Price: 1.103060, Lowest Price: 1.103000, Total Volume: 0.000000
Starting Price: 1.102990, Ending Price: 1.103010, Highest Price: 1.103050, Lowest Price: 1.102950, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.103030, Highest Price: 1.103050, Lowest Price: 1.102990, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.102960, Highest Price: 1.103050, Lowest Price: 1.102960, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.103150, Highest Price: 1.103150, Lowest Price: 1.103000, Total Volume: 0.000000
Starting Price: 1.103140, Ending Price: 1.103120, Highest Price: 1.103170, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103050, Highest Price: 1.103120, Lowest Price: 1.103050, Total Volume: 0.000000
Starting Price: 1.103070, Ending Price: 1.103220, Highest Price: 1.103220, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103210, Ending Price: 1.103200, Highest Price: 1.103270, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103210, Ending Price: 1.103220, Highest Price: 1.103260, Lowest Price: 1.103210, Total Volume: 0.000000
Starting Price: 1.103240, Ending Price: 1.103300, Highest Price: 1.103320, Lowest Price: 1.103220, Total Volume: 0.000000
Starting Price: 1.103290, Ending Price: 1.103280, Highest Price: 1.103320, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103290, Ending Price: 1.103290, Highest Price: 1.103320, Lowest Price: 1.103270, Total Volume: 0.000000
Starting Price: 1.103310, Ending Price: 1.103340, Highest Price: 1.103340, Lowest Price: 1.103280, Total Volume: 0.000000
Starting Price: 1.103350, Ending Price: 1.103410, Highest Price: 1.103420, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103420, Highest Price: 1.103420, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103420, Highest Price: 1.103460, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103370, Highest Price: 1.103410, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103420, Highest Price: 1.103420, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103410, Highest Price: 1.103430, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103400, Highest Price: 1.103450, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103230, Highest Price: 1.103360, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103240, Ending Price: 1.103210, Highest Price: 1.103240, Lowest Price: 1.103130, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103160, Highest Price: 1.103230, Lowest Price: 1.103150, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103120, Highest Price: 1.103180, Lowest Price: 1.103120, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103110, Highest Price: 1.103120, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103090, Ending Price: 1.103110, Highest Price: 1.103120, Lowest Price: 1.103050, Total Volume: 0.000000
Starting Price: 1.103100, Ending Price: 1.103040, Highest Price: 1.103100, Lowest Price: 1.103000, Total Volume: 0.000000
Starting Price: 1.103030, Ending Price: 1.103270, Highest Price: 1.103320, Lowest Price: 1.103030, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103350, Highest Price: 1.103400, Lowest Price: 1.103240, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103360, Highest Price: 1.103410, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103400, Highest Price: 1.103410, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103310, Highest Price: 1.103420, Lowest Price: 1.103300, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103270, Highest Price: 1.103320, Lowest Price: 1.103250, Total Volume: 0.000000
Starting Price: 1.103280, Ending Price: 1.103310, Highest Price: 1.103320, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103270, Highest Price: 1.103300, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103280, Ending Price: 1.103240, Highest Price: 1.103310, Lowest Price: 1.103190, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103250, Highest Price: 1.103300, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103180, Highest Price: 1.103260, Lowest Price: 1.103180, Total Volume: 0.000000
Starting Price: 1.103190, Ending Price: 1.103210, Highest Price: 1.103210, Lowest Price: 1.103160, Total Volume: 0.000000
Starting Price: 1.103200, Ending Price: 1.103160, Highest Price: 1.103210, Lowest Price: 1.103160, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103160, Highest Price: 1.103170, Lowest Price: 1.103110, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103170, Highest Price: 1.103260, Lowest Price: 1.103160, Total Volume: 0.000000
Starting Price: 1.103180, Ending Price: 1.103090, Highest Price: 1.103180, Lowest Price: 1.103090, Total Volume: 0.000000
Starting Price: 1.103100, Ending Price: 1.103070, Highest Price: 1.103100, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103080, Ending Price: 1.103130, Highest Price: 1.103150, Lowest Price: 1.103080, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103080, Highest Price: 1.103120, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103090, Ending Price: 1.103150, Highest Price: 1.103150, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103130, Ending Price: 1.103060, Highest Price: 1.103130, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103050, Ending Price: 1.103040, Highest Price: 1.103050, Lowest Price: 1.103010, Total Volume: 0.000000
Starting Price: 1.103040, Ending Price: 1.103070, Highest Price: 1.103070, Lowest Price: 1.103020, Total Volume: 0.000000
Starting Price: 1.103080, Ending Price: 1.103060, Highest Price: 1.103080, Lowest Price: 1.103050, Total Volume: 0.000000
Starting Price: 1.103050, Ending Price: 1.103090, Highest Price: 1.103090, Lowest Price: 1.103030, Total Volume: 0.000000
Starting Price: 1.103080, Ending Price: 1.103050, Highest Price: 1.103100, Lowest Price: 1.103030, Total Volume: 0.000000
Starting Price: 1.103070, Ending Price: 1.103110, Highest Price: 1.103120, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103100, Ending Price: 1.103060, Highest Price: 1.103150, Lowest Price: 1.103060, Total Volume: 0.000000
Starting Price: 1.103070, Ending Price: 1.103010, Highest Price: 1.103100, Lowest Price: 1.103000, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.102960, Highest Price: 1.103020, Lowest Price: 1.102950, Total Volume: 0.000000
Starting Price: 1.102950, Ending Price: 1.102910, Highest Price: 1.102950, Lowest Price: 1.102880, Total Volume: 0.000000
Starting Price: 1.102920, Ending Price: 1.102840, Highest Price: 1.102920, Lowest Price: 1.102840, Total Volume: 0.000000
Starting Price: 1.102850, Ending Price: 1.102830, Highest Price: 1.102870, Lowest Price: 1.102810, Total Volume: 0.000000
Starting Price: 1.102840, Ending Price: 1.102870, Highest Price: 1.102880, Lowest Price: 1.102830, Total Volume: 0.000000
Starting Price: 1.102890, Ending Price: 1.102980, Highest Price: 1.102980, Lowest Price: 1.102880, Total Volume: 0.000000
Starting Price: 1.102970, Ending Price: 1.102890, Highest Price: 1.103020, Lowest Price: 1.102880, Total Volume: 0.000000
Starting Price: 1.102880, Ending Price: 1.102810, Highest Price: 1.102910, Lowest Price: 1.102810, Total Volume: 0.000000
Starting Price: 1.102800, Ending Price: 1.102800, Highest Price: 1.102810, Lowest Price: 1.102760, Total Volume: 0.000000
Starting Price: 1.102790, Ending Price: 1.102740, Highest Price: 1.102820, Lowest Price: 1.102720, Total Volume: 0.000000
Starting Price: 1.102750, Ending Price: 1.102730, Highest Price: 1.102770, Lowest Price: 1.102720, Total Volume: 0.000000
Starting Price: 1.102740, Ending Price: 1.102700, Highest Price: 1.102740, Lowest Price: 1.102690, Total Volume: 0.000000
Starting Price: 1.102710, Ending Price: 1.102690, Highest Price: 1.102710, Lowest Price: 1.102680, Total Volume: 0.000000
Starting Price: 1.102680, Ending Price: 1.102690, Highest Price: 1.102710, Lowest Price: 1.102650, Total Volume: 0.000000
Starting Price: 1.102680, Ending Price: 1.102700, Highest Price: 1.102710, Lowest Price: 1.102680, Total Volume: 0.000000
Starting Price: 1.102710, Ending Price: 1.102700, Highest Price: 1.102710, Lowest Price: 1.102690, Total Volume: 0.000000
Starting Price: 1.102710, Ending Price: 1.102650, Highest Price: 1.102710, Lowest Price: 1.102630, Total Volume: 0.000000
Starting Price: 1.102660, Ending Price: 1.102690, Highest Price: 1.102710, Lowest Price: 1.102650, Total Volume: 0.000000
Starting Price: 1.102700, Ending Price: 1.102660, Highest Price: 1.102710, Lowest Price: 1.102660, Total Volume: 0.000000
Starting Price: 1.102670, Ending Price: 1.102660, Highest Price: 1.102670, Lowest Price: 1.102650, Total Volume: 0.000000
Starting Price: 1.102670, Ending Price: 1.102690, Highest Price: 1.102700, Lowest Price: 1.102650, Total Volume: 0.000000
Starting Price: 1.102680, Ending Price: 1.102700, Highest Price: 1.102720, Lowest Price: 1.102680, Total Volume: 0.000000
Starting Price: 1.102690, Ending Price: 1.102680, Highest Price: 1.102700, Lowest Price: 1.102640, Total Volume: 0.000000
Starting Price: 1.102690, Ending Price: 1.102610, Highest Price: 1.102690, Lowest Price: 1.102590, Total Volume: 0.000000
Starting Price: 1.102620, Ending Price: 1.102690, Highest Price: 1.102690, Lowest Price: 1.102620, Total Volume: 0.000000
Starting Price: 1.102690, Ending Price: 1.102640, Highest Price: 1.102690, Lowest Price: 1.102610, Total Volume: 0.000000
Starting Price: 1.102650, Ending Price: 1.102660, Highest Price: 1.102690, Lowest Price: 1.102640, Total Volume: 0.000000
Starting Price: 1.102670, Ending Price: 1.102650, Highest Price: 1.102690, Lowest Price: 1.102650, Total Volume: 0.000000
Starting Price: 1.102610, Ending Price: 1.102610, Highest Price: 1.102630, Lowest Price: 1.102600, Total Volume: 0.000000
Starting Price: 1.102620, Ending Price: 1.102640, Highest Price: 1.102640, Lowest Price: 1.102590, Total Volume: 0.000000
Starting Price: 1.102670, Ending Price: 1.102630, Highest Price: 1.102670, Lowest Price: 1.102610, Total Volume: 0.000000
Starting Price: 1.102640, Ending Price: 1.102660, Highest Price: 1.102670, Lowest Price: 1.102630, Total Volume: 0.000000
Starting Price: 1.102670, Ending Price: 1.102710, Highest Price: 1.102730, Lowest Price: 1.102660, Total Volume: 0.000000
Starting Price: 1.102700, Ending Price: 1.102680, Highest Price: 1.102710, Lowest Price: 1.102680, Total Volume: 0.000000
Starting Price: 1.102690, Ending Price: 1.102650, Highest Price: 1.102710, Lowest Price: 1.102630, Total Volume: 0.000000
Starting Price: 1.102630, Ending Price: 1.102550, Highest Price: 1.102630, Lowest Price: 1.102550, Total Volume: 0.000000
Starting Price: 1.102560, Ending Price: 1.102560, Highest Price: 1.102570, Lowest Price: 1.102550, Total Volume: 0.000000
Starting Price: 1.102580, Ending Price: 1.102590, Highest Price: 1.102610, Lowest Price: 1.102580, Total Volume: 0.000000
Starting Price: 1.102600, Ending Price: 1.102590, Highest Price: 1.102610, Lowest Price: 1.102560, Total Volume: 0.000000
